date,price_ngn_mt,commodity,source
2002-01-20,358700.0,Rice,WFP
2002-01-27,357602.3076923077,Rice,WFP
2002-02-03,356504.6153846154,Rice,WFP
2002-02-10,355406.92307692306,Rice,WFP
2002-02-17,354309.23076923075,Rice,WFP
2002-02-24,353211.53846153844,Rice,WFP
2002-03-03,352113.8461538461,Rice,WFP
2002-03-10,351016.1538461539,Rice,WFP
2002-03-17,349918.46153846156,Rice,WFP
2002-03-24,348820.76923076925,Rice,WFP
2002-03-31,347723.07692307694,Rice,WFP
2002-04-07,346625.3846153846,Rice,WFP
2002-04-14,345527.6923076923,Rice,WFP
2002-04-21,344430.0,Rice,WFP
2002-04-28,345720.0,Rice,WFP
2002-05-05,347010.0,Rice,WFP
2002-05-12,348300.0,Rice,WFP
2002-05-19,349590.0,Rice,WFP
2002-05-26,348175.0,Rice,WFP
2002-06-02,346760.0,Rice,WFP
2002-06-09,345345.0,Rice,WFP
2002-06-16,343930.0,Rice,WFP
2002-06-23,339099.0,Rice,WFP
2002-06-30,334268.0,Rice,WFP
2002-07-07,329437.0,Rice,WFP
2002-07-14,324606.0,Rice,WFP
2002-07-21,319775.0,Rice,WFP
2002-07-28,314705.0,Rice,WFP
2002-08-04,309635.0,Rice,WFP
2002-08-11,304565.0,Rice,WFP
2002-08-18,299495.0,Rice,WFP
2002-08-25,293958.75,Rice,WFP
2002-09-01,288422.5,Rice,WFP
2002-09-08,282886.25,Rice,WFP
2002-09-15,277350.0,Rice,WFP
2002-09-22,271665.0,Rice,WFP
2002-09-29,265980.0,Rice,WFP
2002-10-06,260295.0,Rice,WFP
2002-10-13,254610.0,Rice,WFP
2002-10-20,248925.0,Rice,WFP
2002-10-27,253566.25,Rice,WFP
2002-11-03,258207.5,Rice,WFP
2002-11-10,262848.75,Rice,WFP
2002-11-17,267490.0,Rice,WFP
2002-11-24,270027.5,Rice,WFP
2002-12-01,272565.0,Rice,WFP
2002-12-08,275102.5,Rice,WFP
2002-12-15,277640.0,Rice,WFP
2002-12-22,273489.3333333333,Rice,WFP
2002-12-29,269338.6666666667,Rice,WFP
2003-01-05,265188.0,Rice,WFP
2003-01-12,261037.3333333333,Rice,WFP
2003-01-19,256886.66666666666,Rice,WFP
2003-01-26,267917.5,Rice,WFP
2003-02-02,278948.3333333333,Rice,WFP
2003-02-09,289979.1666666667,Rice,WFP
2003-02-16,301010.0,Rice,WFP
2003-02-23,280887.5,Rice,WFP
2003-03-02,260765.0,Rice,WFP
2003-03-09,240642.5,Rice,WFP
2003-03-16,220520.0,Rice,WFP
2003-03-23,235202.0,Rice,WFP
2003-03-30,249884.0,Rice,WFP
2003-04-06,264566.0,Rice,WFP
2003-04-13,279248.0,Rice,WFP
2003-04-20,293930.0,Rice,WFP
2003-04-27,294447.5,Rice,WFP
2003-05-04,294965.0,Rice,WFP
2003-05-11,295482.5,Rice,WFP
2003-05-18,296000.0,Rice,WFP
2003-05-25,292081.25,Rice,WFP
2003-06-01,288162.5,Rice,WFP
2003-06-08,284243.75,Rice,WFP
2003-06-15,280325.0,Rice,WFP
2003-06-22,281210.0,Rice,WFP
2003-06-29,282095.0,Rice,WFP
2003-07-06,282980.0,Rice,WFP
2003-07-13,283865.0,Rice,WFP
2003-07-20,284750.0,Rice,WFP
2003-07-27,277433.75,Rice,WFP
2003-08-03,270117.5,Rice,WFP
2003-08-10,262801.25,Rice,WFP
2003-08-17,255485.0,Rice,WFP
2003-08-24,247626.0,Rice,WFP
2003-08-31,239767.0,Rice,WFP
2003-09-07,231908.0,Rice,WFP
2003-09-14,224049.0,Rice,WFP
2003-09-21,216190.0,Rice,WFP
2003-09-28,213915.0,Rice,WFP
2003-10-05,211640.0,Rice,WFP
2003-10-12,209365.0,Rice,WFP
2003-10-19,207090.0,Rice,WFP
2003-10-26,219971.25,Rice,WFP
2003-11-02,232852.5,Rice,WFP
2003-11-09,245733.75,Rice,WFP
2003-11-16,258615.0,Rice,WFP
2003-11-23,279704.0,Rice,WFP
2003-11-30,300793.0,Rice,WFP
2003-12-07,321882.0,Rice,WFP
2003-12-14,342971.0,Rice,WFP
2003-12-21,364060.0,Rice,WFP
2003-12-28,363363.75,Rice,WFP
2004-01-04,362667.5,Rice,WFP
2004-01-11,361971.25,Rice,WFP
2004-01-18,361275.0,Rice,WFP
2004-01-25,360578.75,Rice,WFP
2004-02-01,359882.5,Rice,WFP
2004-02-08,359186.25,Rice,WFP
2004-02-15,358490.0,Rice,WFP
2004-02-22,357793.75,Rice,WFP
2004-02-29,357097.5,Rice,WFP
2004-03-07,356401.25,Rice,WFP
2004-03-14,355705.0,Rice,WFP
2004-03-21,355008.75,Rice,WFP
2004-03-28,354312.5,Rice,WFP
2004-04-04,353616.25,Rice,WFP
2004-04-11,352920.0,Rice,WFP
2004-04-18,352223.75,Rice,WFP
2004-04-25,351527.5,Rice,WFP
2004-05-02,350831.25,Rice,WFP
2004-05-09,350135.0,Rice,WFP
2004-05-16,349438.75,Rice,WFP
2004-05-23,348742.5,Rice,WFP
2004-05-30,348046.25,Rice,WFP
2004-06-06,347350.0,Rice,WFP
2004-06-13,346653.75,Rice,WFP
2004-06-20,345957.5,Rice,WFP
2004-06-27,345261.25,Rice,WFP
2004-07-04,344565.0,Rice,WFP
2004-07-11,343868.75,Rice,WFP
2004-07-18,343172.5,Rice,WFP
2004-07-25,342476.25,Rice,WFP
2004-08-01,341780.0,Rice,WFP
2004-08-08,341083.75,Rice,WFP
2004-08-15,340387.5,Rice,WFP
2004-08-22,339691.25,Rice,WFP
2004-08-29,338995.0,Rice,WFP
2004-09-05,338298.75,Rice,WFP
2004-09-12,337602.5,Rice,WFP
2004-09-19,336906.25,Rice,WFP
2004-09-26,336210.0,Rice,WFP
2004-10-03,335513.75,Rice,WFP
2004-10-10,334817.5,Rice,WFP
2004-10-17,334121.25,Rice,WFP
2004-10-24,333425.0,Rice,WFP
2004-10-31,332728.75,Rice,WFP
2004-11-07,332032.5,Rice,WFP
2004-11-14,331336.25,Rice,WFP
2004-11-21,330640.0,Rice,WFP
2004-11-28,329943.75,Rice,WFP
2004-12-05,329247.5,Rice,WFP
2004-12-12,328551.25,Rice,WFP
2004-12-19,327855.0,Rice,WFP
2004-12-26,327158.75,Rice,WFP
2005-01-02,326462.5,Rice,WFP
2005-01-09,325766.25,Rice,WFP
2005-01-16,325070.0,Rice,WFP
2005-01-23,327913.0,Rice,WFP
2005-01-30,330756.0,Rice,WFP
2005-02-06,333599.0,Rice,WFP
2005-02-13,336442.0,Rice,WFP
2005-02-20,339285.0,Rice,WFP
2005-02-27,352373.75,Rice,WFP
2005-03-06,365462.5,Rice,WFP
2005-03-13,378551.25,Rice,WFP
2005-03-20,391640.0,Rice,WFP
2005-03-27,395582.5,Rice,WFP
2005-04-03,399525.0,Rice,WFP
2005-04-10,403467.5,Rice,WFP
2005-04-17,407410.0,Rice,WFP
2005-04-24,387557.5,Rice,WFP
2005-05-01,367705.0,Rice,WFP
2005-05-08,347852.5,Rice,WFP
2005-05-15,328000.0,Rice,WFP
2005-05-22,346715.0,Rice,WFP
2005-05-29,365430.0,Rice,WFP
2005-06-05,384145.0,Rice,WFP
2005-06-12,402860.0,Rice,WFP
2005-06-19,421575.0,Rice,WFP
2005-06-26,432238.75,Rice,WFP
2005-07-03,442902.5,Rice,WFP
2005-07-10,453566.25,Rice,WFP
2005-07-17,464230.0,Rice,WFP
2005-07-24,453010.0,Rice,WFP
2005-07-31,441790.0,Rice,WFP
2005-08-07,430570.0,Rice,WFP
2005-08-14,419350.0,Rice,WFP
2005-08-21,408130.0,Rice,WFP
2005-08-28,392633.3333333333,Rice,WFP
2005-09-04,377136.6666666666,Rice,WFP
2005-09-11,361640.0,Rice,WFP
2005-09-18,346143.3333333333,Rice,WFP
2005-09-25,322921.25,Rice,WFP
2005-10-02,299699.1666666666,Rice,WFP
2005-10-09,276477.0833333333,Rice,WFP
2005-10-16,253255.0,Rice,WFP
2005-10-23,272911.0,Rice,WFP
2005-10-30,292567.0,Rice,WFP
2005-11-06,312223.0,Rice,WFP
2005-11-13,331879.0,Rice,WFP
2005-11-20,351535.0,Rice,WFP
2005-11-27,334316.25,Rice,WFP
2005-12-04,317097.5,Rice,WFP
2005-12-11,299878.75,Rice,WFP
2005-12-18,282660.0,Rice,WFP
2005-12-25,313555.0,Rice,WFP
2006-01-01,344450.0,Rice,WFP
2006-01-08,375345.0,Rice,WFP
2006-01-15,406240.0,Rice,WFP
2006-01-22,405828.0,Rice,WFP
2006-01-29,405416.0,Rice,WFP
2006-02-05,405004.0,Rice,WFP
2006-02-12,404592.0,Rice,WFP
2006-02-19,404180.0,Rice,WFP
2006-02-26,397164.1666666667,Rice,WFP
2006-03-05,390148.3333333334,Rice,WFP
2006-03-12,383132.5,Rice,WFP
2006-03-19,376116.6666666667,Rice,WFP
2006-03-26,370087.5,Rice,WFP
2006-04-02,364058.3333333334,Rice,WFP
2006-04-09,358029.1666666667,Rice,WFP
2006-04-16,352000.0,Rice,WFP
2006-04-23,361004.0,Rice,WFP
2006-04-30,370008.0,Rice,WFP
2006-05-07,379012.0,Rice,WFP
2006-05-14,388016.0,Rice,WFP
2006-05-21,397020.0,Rice,WFP
2006-05-28,391390.0,Rice,WFP
2006-06-04,385760.0,Rice,WFP
2006-06-11,380130.0,Rice,WFP
2006-06-18,374500.0,Rice,WFP
2006-06-25,371728.3870967742,Rice,WFP
2006-07-02,368956.77419354836,Rice,WFP
2006-07-09,366185.1612903226,Rice,WFP
2006-07-16,363413.5483870968,Rice,WFP
2006-07-23,360641.93548387097,Rice,WFP
2006-07-30,357870.32258064515,Rice,WFP
2006-08-06,355098.70967741933,Rice,WFP
2006-08-13,352327.0967741936,Rice,WFP
2006-08-20,349555.48387096776,Rice,WFP
2006-08-27,346783.87096774194,Rice,WFP
2006-09-03,344012.2580645161,Rice,WFP
2006-09-10,341240.6451612903,Rice,WFP
2006-09-17,338469.0322580645,Rice,WFP
2006-09-24,335697.4193548387,Rice,WFP
2006-10-01,332925.8064516129,Rice,WFP
2006-10-08,330154.1935483871,Rice,WFP
2006-10-15,327382.5806451613,Rice,WFP
2006-10-22,324610.9677419355,Rice,WFP
2006-10-29,321839.3548387097,Rice,WFP
2006-11-05,319067.7419354839,Rice,WFP
2006-11-12,316296.12903225806,Rice,WFP
2006-11-19,313524.51612903224,Rice,WFP
2006-11-26,310752.9032258064,Rice,WFP
2006-12-03,307981.29032258067,Rice,WFP
2006-12-10,305209.67741935485,Rice,WFP
2006-12-17,302438.06451612903,Rice,WFP
2006-12-24,299666.4516129032,Rice,WFP
2006-12-31,296894.83870967745,Rice,WFP
2007-01-07,294123.22580645164,Rice,WFP
2007-01-14,291351.6129032258,Rice,WFP
2007-01-21,288580.0,Rice,WFP
2007-01-28,301290.0,Rice,WFP
2007-02-04,314000.0,Rice,WFP
2007-02-11,326710.0,Rice,WFP
2007-02-18,339420.0,Rice,WFP
2007-02-25,342787.5,Rice,WFP
2007-03-04,346155.0,Rice,WFP
2007-03-11,349522.5,Rice,WFP
2007-03-18,352890.0,Rice,WFP
2007-03-25,346903.75,Rice,WFP
2007-04-01,340917.5,Rice,WFP
2007-04-08,334931.25,Rice,WFP
2007-04-15,328945.0,Rice,WFP
2007-04-22,329136.5,Rice,WFP
2007-04-29,329328.0,Rice,WFP
2007-05-06,329519.5,Rice,WFP
2007-05-13,329711.0,Rice,WFP
2007-05-20,329902.5,Rice,WFP
2007-05-27,330094.0,Rice,WFP
2007-06-03,330285.5,Rice,WFP
2007-06-10,330477.0,Rice,WFP
2007-06-17,330668.5,Rice,WFP
2007-06-24,330860.0,Rice,WFP
2007-07-01,331051.5,Rice,WFP
2007-07-08,331243.0,Rice,WFP
2007-07-15,331434.5,Rice,WFP
2007-07-22,331626.0,Rice,WFP
2007-07-29,331817.5,Rice,WFP
2007-08-05,332009.0,Rice,WFP
2007-08-12,332200.5,Rice,WFP
2007-08-19,332392.0,Rice,WFP
2007-08-26,332583.5,Rice,WFP
2007-09-02,332775.0,Rice,WFP
2007-09-09,332966.5,Rice,WFP
2007-09-16,333158.0,Rice,WFP
2007-09-23,333349.5,Rice,WFP
2007-09-30,333541.0,Rice,WFP
2007-10-07,333732.5,Rice,WFP
2007-10-14,333924.0,Rice,WFP
2007-10-21,334115.5,Rice,WFP
2007-10-28,334307.0,Rice,WFP
2007-11-04,334498.5,Rice,WFP
2007-11-11,334690.0,Rice,WFP
2007-11-18,334881.5,Rice,WFP
2007-11-25,335073.0,Rice,WFP
2007-12-02,335264.5,Rice,WFP
2007-12-09,335456.0,Rice,WFP
2007-12-16,335647.5,Rice,WFP
2007-12-23,335839.0,Rice,WFP
2007-12-30,336030.5,Rice,WFP
2008-01-06,336222.0,Rice,WFP
2008-01-13,336413.5,Rice,WFP
2008-01-20,336605.0,Rice,WFP
2008-01-27,350798.75,Rice,WFP
2008-02-03,364992.5,Rice,WFP
2008-02-10,379186.25,Rice,WFP
2008-02-17,393380.0,Rice,WFP
2008-02-24,391828.3333333333,Rice,WFP
2008-03-02,390276.6666666666,Rice,WFP
2008-03-09,388725.0,Rice,WFP
2008-03-16,387173.3333333333,Rice,WFP
2008-03-23,387438.6666666666,Rice,WFP
2008-03-30,387704.0,Rice,WFP
2008-04-06,387969.3333333333,Rice,WFP
2008-04-13,388234.6666666667,Rice,WFP
2008-04-20,388500.0,Rice,WFP
2008-04-27,395441.6666666667,Rice,WFP
2008-05-04,402383.3333333334,Rice,WFP
2008-05-11,409325.0,Rice,WFP
2008-05-18,416266.6666666667,Rice,WFP
2008-05-25,440147.5,Rice,WFP
2008-06-01,464028.3333333334,Rice,WFP
2008-06-08,487909.1666666667,Rice,WFP
2008-06-15,511790.0,Rice,WFP
2008-06-22,501829.0,Rice,WFP
2008-06-29,491868.0,Rice,WFP
2008-07-06,481907.0,Rice,WFP
2008-07-13,471946.0,Rice,WFP
2008-07-20,461985.0,Rice,WFP
2008-07-27,460638.75,Rice,WFP
2008-08-03,459292.5,Rice,WFP
2008-08-10,457946.25,Rice,WFP
2008-08-17,456600.0,Rice,WFP
2008-08-24,461620.6666666667,Rice,WFP
2008-08-31,466641.3333333333,Rice,WFP
2008-09-07,471662.0,Rice,WFP
2008-09-14,476682.6666666666,Rice,WFP
2008-09-21,481703.3333333333,Rice,WFP
2008-09-28,475430.8333333333,Rice,WFP
2008-10-05,469158.3333333333,Rice,WFP
2008-10-12,462885.8333333333,Rice,WFP
2008-10-19,456613.3333333333,Rice,WFP
2008-10-26,464543.3333333333,Rice,WFP
2008-11-02,472473.3333333333,Rice,WFP
2008-11-09,480403.3333333333,Rice,WFP
2008-11-16,488333.3333333333,Rice,WFP
2008-11-23,474566.6666666666,Rice,WFP
2008-11-30,460800.0,Rice,WFP
2008-12-07,447033.3333333333,Rice,WFP
2008-12-14,433266.6666666667,Rice,WFP
2008-12-21,419500.0,Rice,WFP
2008-12-28,435316.25,Rice,WFP
2009-01-04,451132.5,Rice,WFP
2009-01-11,466948.75,Rice,WFP
2009-01-18,482765.0,Rice,WFP
